,LoanNr_ChkDgt,Name,City,State,Zip,Bank,BankState,NAICS,ApprovalDate,ApprovalFY,Term,NoEmp,NewExist,CreateJob,RetainedJob,FranchiseCode,UrbanRural,RevLineCr,LowDoc,ChgOffDate,DisbursementDate,DisbursementGross,BalanceGross,MIS_Status,ChgOffPrinGr,GrAppv,SBA_Appv
106,1001034000,CD WAREHOUSE,GREENWOOD,IN,46142,"PNC BANK, NATIONAL ASSOCIATION",IN,451220,28-Feb-97,1997,66,2,2.0,0,0,10656,0,N,Y,,31-Aug-97,60000.0,0.0,P I F,0.0,60000.0,48000.0
107,1001035007,"Design Built, Inc.",Narragansett (census name Narr,RI,2882,BANK OF AMERICA NATL ASSOC,NC,0,29-Apr-97,1997,12,5,1.0,0,0,1,0,0,N,,30-Jun-98,50000.0,0.0,P I F,0.0,50000.0,25000.0
108,1001044003,THE BIKEWAY SOURCE,MAYNARD,MA,1754,BANK OF AMERICA NATL ASSOC,NC,0,28-Feb-97,1997,60,2,2.0,0,0,1,0,N,Y,,31-May-97,45000.0,0.0,P I F,0.0,45000.0,36000.0
109,1001045010,"Water & Energy Systems, Inc.",Atkinson,NH,3811,BANK OF AMERICA NATL ASSOC,RI,0,1-May-97,1997,12,3,1.0,0,0,1,0,0,N,,31-Jan-98,22000.0,0.0,P I F,0.0,22000.0,11000.0
110,1001054006,"DAYS INN OF SOUTH BEND, L.P.",SOUTH BEND,IN,46637,"READYCAP LENDING, LLC",CA,0,3-Mar-97,1997,161,20,2.0,0,0,22470,0,N,N,27-Sep-13,31-May-97,2000000.0,0.0,CHGOFF,1311939.0,2000000.0,750000.0
111,1001055002,"Water & Energy Systems, Inc.",Atkinson,NH,3811,BANK OF AMERICA NATL ASSOC,RI,0,1-May-97,1997,60,3,1.0,0,0,1,0,0,N,,28-Feb-98,28000.0,0.0,P I F,0.0,28000.0,14000.0
112,1001064009,"HAIR SYSTEMS, LTD.",BALTIMORE,MD,21224,BANK OF AMERICA NATL ASSOC,NC,0,28-Feb-97,1997,180,2,1.0,0,0,1,0,N,Y,,30-Jun-97,98500.0,0.0,P I F,0.0,98500.0,78800.0
113,1001065005,Nice Arcadia Inc.,Arcadia,CA,91006,WELLS FARGO BANK NATL ASSOC,SD,0,2-May-97,1997,84,4,1.0,0,0,1,0,0,N,,31-Dec-97,10000.0,0.0,P I F,0.0,10000.0,5000.0
114,1001074001,RIPLEY'S FURNITURE,TIGARD,OR,97224,UMPQUA BANK,OR,0,28-Feb-97,1997,60,31,1.0,0,0,1,0,N,N,,30-Apr-97,450000.0,0.0,P I F,0.0,450000.0,337500.0
115,1001075008,"Atlantic Boats, Inc.",Wareham,MA,2571,BANK OF AMERICA NATL ASSOC,NC,441222,2-May-97,1997,12,5,1.0,0,0,1,0,0,N,,31-May-98,50000.0,0.0,P I F,0.0,50000.0,25000.0
116,1001084004,K.S.A. BEAUTY ACADEMY,JACKSON,MI,49201,"FIRSTMERIT BANK, N.A.",MI,0,28-Feb-97,1997,240,3,2.0,0,0,1,0,N,Y,,30-Jun-97,83000.0,0.0,P I F,0.0,83000.0,66400.0
117,1001085000,"City Farm, Inc.",Boston,MA,2131,BANK OF AMERICA NATL ASSOC,NC,453110,2-May-97,1997,12,3,1.0,0,0,1,0,0,N,,30-Sep-97,30000.0,0.0,P I F,0.0,30000.0,15000.0
118,1001094007,CHESAPEAKE BAGEL BAKERY,HUNTINGTON,WV,25701,THE HUNTINGTON NATIONAL BANK,WV,0,28-Feb-97,1997,71,19,2.0,0,0,16267,0,N,N,1-Mar-01,31-May-97,180000.0,0.0,CHGOFF,114857.0,180000.0,135000.0
119,1001095003,Eggs By Byrd,Wappapello,MO,0,WELLS FARGO BANK NATL ASSOC,SD,451120,2-May-97,1997,4,3,1.0,0,0,1,0,0,N,1-Jan-02,31-Aug-97,20000.0,0.0,CHGOFF,17869.0,20000.0,10000.0
120,1001105004,Good Earth Produce Inc.,Olney,MD,20832,WELLS FARGO BANK NATL ASSOC,SD,445230,5-May-97,1997,84,20,1.0,0,0,1,0,0,N,,31-Oct-97,50000.0,0.0,P I F,0.0,50000.0,25000.0
121,1001114000,"LARSON TRUCKING CO., INC.",MERIDIAN,ID,83642,WELLS FARGO BANK NATL ASSOC,SD,0,28-Feb-97,1997,300,12,1.0,0,0,1,0,0,N,,29-Feb-00,290000.0,0.0,P I F,0.0,290000.0,217500.0
122,1001115007,"Surfaceworks, Inc.",Watertown (Town of),MA,2172,BANK OF AMERICA NATL ASSOC,NC,0,6-May-97,1997,12,3,1.0,0,0,1,0,0,N,,31-Jul-00,10000.0,0.0,P I F,0.0,10000.0,5000.0
123,1001116003,ONE BITE JAPANESE GRILL,OVERLAND PARK,KS,66213,VALLEY VIEW STATE BANK,KS,722110,7-Feb-06,2006,60,8,2.0,0,0,1,1,N,N,,31-Mar-06,95000.0,0.0,P I F,0.0,95000.0,80750.0
124,1001124003,JOHNNY LEE SMITH DDS,SUN CITY,AZ,85351,WELLS FARGO BANK NATL ASSOC,SD,621210,28-Feb-97,1997,120,6,1.0,0,0,1,0,0,N,,30-Apr-97,345000.0,0.0,P I F,0.0,345000.0,258750.0
125,1001125010,Yudda International Corporatio,Alhambra,CA,91803,WELLS FARGO BANK NATL ASSOC,SD,0,6-May-97,1997,84,16,1.0,0,0,1,0,0,N,,31-Oct-97,20420.0,0.0,P I F,0.0,25000.0,12500.0
126,1001134006,"VENTURE SALES, INC.",BOISE,ID,83714,WELLS FARGO BANK NATL ASSOC,SD,421310,28-Feb-97,1997,96,7,1.0,0,0,1,0,N,N,,31-Jul-97,230000.0,0.0,P I F,0.0,230000.0,172500.0
127,1001136009,"SPOHN, INC DBA CULVER'S OF MT",MT PLEASANT,MI,48858,WISCONSIN BANK & TRUST,WI,722211,7-Feb-06,2006,93,50,2.0,0,0,21425,2,N,N,,28-Feb-06,150000.0,0.0,P I F,0.0,150000.0,127500.0
128,1001144009,DILLON DAM BREWERY,DILLON,CO,80435,WELLS FARGO BANK NATL ASSOC,SD,722410,28-Feb-97,1997,288,3,1.0,0,0,1,0,0,N,,31-Mar-97,1230000.0,0.0,P I F,0.0,1230000.0,749992.0
129,1001145005,Classic Motorsports Collectibl,Des Moines,IA,60310,WELLS FARGO BANK NATL ASSOC,SD,421110,9-May-97,1997,84,3,1.0,0,0,1,0,0,N,,30-Sep-97,49403.0,0.0,P I F,0.0,50000.0,25000.0
130,1001146001,FOOD SOLUTIONS,PASADENA,CA,91011,MUFG UNION BANK NATL ASSOC,CA,722310,7-Feb-06,2006,84,60,1.0,0,0,1,1,N,N,,31-Mar-06,122977.0,0.0,P I F,0.0,50000.0,25000.0
131,1001154001,ALL TUNE & LUBE CENTER #1148,GARDEN GROVE,CA,92644,"READYCAP LENDING, LLC",CA,811111,28-Feb-97,1997,84,1,2.0,0,0,3490,0,0,N,,31-May-97,95000.0,0.0,P I F,0.0,95000.0,76000.0
132,1001155008,Russell Kern Construction Inc.,Sebring,FL,33870,WELLS FARGO BANK NATL ASSOC,SD,233210,9-May-97,1997,84,1,1.0,0,0,1,0,0,N,,28-Feb-98,25000.0,0.0,P I F,0.0,25000.0,12500.0
133,1001165000,Nehemiah Builders,Briggsdale,CO,80611,WELLS FARGO BANK NATL ASSOC,SD,0,14-May-97,1997,84,1,1.0,0,0,1,0,0,N,,30-Nov-97,10000.0,0.0,P I F,0.0,10000.0,5000.0
134,1001174007,J&Y POSTNET,THE COLONY,TX,75056,"READYCAP LENDING, LLC",CA,0,28-Feb-97,1997,84,1,2.0,0,0,66320,0,0,N,,31-Aug-97,76300.0,0.0,P I F,0.0,76300.0,61040.0
135,1001175003,Dides Software Consulting Inc.,California,MD,22741,WELLS FARGO BANK NATL ASSOC,SD,0,16-May-97,1997,84,1,1.0,0,0,1,0,0,N,,31-Aug-97,20000.0,0.0,P I F,0.0,20000.0,10000.0
136,1001184010,"MALLORY SALES, INC.",JACKSONVILLE,NC,28540,WELLS FARGO BANK NATL ASSOC,NC,0,28-Feb-97,1997,12,19,1.0,0,0,1,0,N,N,,30-Jun-97,200000.0,0.0,P I F,0.0,200000.0,150000.0
137,1001185006,Whelan & Denehy Inc.,Canton (Town of),MA,2021,WELLS FARGO BANK NATL ASSOC,SD,235310,16-May-97,1997,84,8,1.0,0,0,1,0,0,N,,30-Nov-97,21701.0,0.0,P I F,0.0,25000.0,12500.0
138,1001205010,"WYRE TEK, LLC",CRANSTON,RI,2920,SANTANDER BANK NATL ASSOC,DE,0,19-May-97,1997,60,6,1.0,0,0,1,0,0,N,,31-Mar-98,20000.0,0.0,P I F,0.0,20000.0,10000.0
139,1001214006,"STERLING METAL PRODUCTS, LLC",NEW BRAUNFELS,TX,78132,GE CAP. SMALL BUS. FINAN CORP,TX,0,28-Feb-97,1997,84,8,2.0,0,0,1,0,0,N,,31-Mar-97,1000000.0,0.0,P I F,0.0,1000000.0,750000.0
140,1001224009,PROFESSIONAL PRINTING COMPANY,WICHITA,KS,67213,BANK OF AMERICA NATL ASSOC,NC,0,28-Feb-97,1997,84,5,2.0,0,0,1,0,N,Y,,30-Sep-97,83400.0,0.0,P I F,0.0,83400.0,66720.0
141,1001225005,Southwest Health Care Inc.,Las Vegas,NV,89102,WELLS FARGO BANK NATL ASSOC,SD,0,20-May-97,1997,84,2,1.0,0,0,1,0,0,N,,30-Nov-97,7990.0,0.0,P I F,0.0,10000.0,5000.0
142,1001235008,"NEW ENGLAND PAINT & SUPPLY, IN",READING (TOWN OF),MA,1867,DANVERSBANK,MA,0,21-May-97,1997,84,4,0.0,0,0,1,0,0,N,,31-Mar-99,100000.0,0.0,P I F,0.0,100000.0,50000.0
143,1001236004,"LIQUID SUN COMPANY, LLC",BRANDON,FL,33511,THE BANK OF TAMPA,FL,713940,7-Feb-06,2006,84,5,2.0,0,0,1,1,N,N,,30-Apr-06,275000.0,0.0,P I F,0.0,275000.0,206250.0
144,1001244004,EUROPEAN AUTO CENTER,EL CERRITO,CA,94530,GE CAP. SMALL BUS. FINAN CORP,TX,441120,28-Feb-97,1997,120,10,1.0,0,0,1,0,0,N,,31-Mar-97,50000.0,0.0,P I F,0.0,50000.0,37500.0
145,1001245000,"Kinoo, Inc.",Cambridge,MA,2130,BANK OF AMERICA NATL ASSOC,NC,541310,22-May-97,1997,12,1,1.0,0,0,1,0,0,N,,31-Jul-00,100000.0,0.0,P I F,0.0,100000.0,50000.0
146,1001255003,"Kentron Technologies, Inc.",Reading (Town of),MA,1867,BANK OF AMERICA NATL ASSOC,NC,334113,23-May-97,1997,12,4,1.0,0,0,1,0,0,N,,30-Jun-98,100000.0,0.0,P I F,0.0,100000.0,50000.0
147,1001264010,STANDARD PRINTING & LITHOGRAPH,HOUSTON,TX,77055,WELLS FARGO BANK NATL ASSOC,TX,0,28-Feb-97,1997,180,6,1.0,0,0,1,0,0,N,,31-May-97,157500.0,0.0,P I F,0.0,157500.0,118125.0
148,1001265006,"Ferguson Animal Enterprises, I",NORTH PROVIDENCE,RI,2904,BANK OF AMERICA NATL ASSOC,NC,541940,23-May-97,1997,12,18,1.0,0,0,1,0,0,N,,31-Jan-98,100000.0,0.0,P I F,0.0,100000.0,50000.0
149,1001274002,RUBINS DELI & GRILL,CHARLOTTE,NC,28273,FIFTH THIRD BANK,NC,0,28-Feb-97,1997,60,7,2.0,0,0,1,0,N,Y,,31-May-02,65000.0,0.0,P I F,0.0,65000.0,52000.0
150,1001275009,"North Hill Construction Co., I",Lynnfield (Town of),MA,1940,BANK OF AMERICA NATL ASSOC,NC,0,23-May-97,1997,12,5,1.0,0,0,1,0,0,N,,30-Jun-98,25000.0,0.0,P I F,0.0,25000.0,12500.0
151,1001284005,"UNITED APPRAISAL SERVICES, INC",TOLEDO,OH,43608,KEYBANK NATIONAL ASSOCIATION,OH,0,28-Feb-97,1997,120,4,1.0,0,0,1,0,0,N,,31-Aug-97,31600.0,0.0,P I F,0.0,31600.0,15800.0
152,1001285001,R.E. Stegall & Associates Inc.,Charlotte,NC,28204,WELLS FARGO BANK NATL ASSOC,SD,541810,29-May-97,1997,84,12,1.0,0,0,1,0,0,N,,31-Mar-01,25000.0,0.0,P I F,0.0,25000.0,12500.0
153,1001294008,PRISMA ELEC. POWDERCOATING,CHICO,CA,95926,"RABOBANK, NATIONAL ASSOCIATION",CA,0,28-Feb-97,1997,300,5,1.0,0,0,1,0,N,N,,31-May-97,270000.0,0.0,P I F,0.0,270000.0,202500.0
154,1001295004,Innovations,Northboro (RR name for Northbo,MA,1532,BANK OF AMERICA NATL ASSOC,NC,0,5-Jun-97,1997,60,7,1.0,0,0,1,0,0,N,,31-Oct-97,20000.0,0.0,P I F,0.0,20000.0,10000.0
155,1001304009,"UNITED APPRAISAL SERVICES, INC",TOLEDO,OH,43608,KEYBANK NATIONAL ASSOCIATION,OH,0,28-Feb-97,1997,60,4,1.0,0,0,1,0,0,N,,31-May-97,10500.0,0.0,P I F,0.0,10500.0,5250.0
156,1001305005,Provincetown General Store,Provincetown (Town of),MA,2657,BANK OF AMERICA NATL ASSOC,NC,0,9-Jun-97,1997,12,3,1.0,0,0,1,0,0,N,,31-Jan-98,10000.0,0.0,P I F,0.0,10000.0,5000.0
157,1001314001,"NICHOLS, BROSCH, SANDOVAL & AS",CORAL GABLES,FL,33134,FLORIDA BUS. DEVEL CORP,FL,541310,28-Feb-97,1997,240,18,1.0,15,0,1,0,N,N,,17-Sep-97,500000.0,0.0,P I F,0.0,500000.0,500000.0
158,1001315008,Keyboard Instrument Rentals,New York,NY,10019,WELLS FARGO BANK NATL ASSOC,SD,0,12-Jun-97,1997,84,2,1.0,0,0,1,0,0,N,,31-May-98,20000.0,0.0,P I F,0.0,20000.0,10000.0
159,1001324004,JAMES A. & EILEEN M. WRAITH,PHOENIX,AZ,85024,NATIONAL BANK OF ARIZONA,AZ,0,28-Feb-97,1997,84,1,2.0,0,0,1,0,0,N,,30-Apr-97,60000.0,0.0,P I F,0.0,60000.0,48000.0
160,1001325000,"Arctic Air Service Co., Inc.",Upper Marlboro (Marlboro),MD,20772,WELLS FARGO BANK NATL ASSOC,SD,0,12-Jun-97,1997,84,10,1.0,0,0,1,0,0,N,,31-Aug-98,25000.0,0.0,P I F,0.0,25000.0,12500.0
161,1001334007,HOEY'S AUTO SALES,CHARLOTTE,NC,28206,WELLS FARGO BANK NATL ASSOC,SD,441120,28-Feb-97,1997,300,1,1.0,0,0,1,0,0,N,,30-Apr-97,221000.0,0.0,P I F,0.0,221000.0,165750.0
162,1001335003,"JUDSON ENGINEERING, INC.",RED BLUFF,CA,96080,WELLS FARGO BANK NATL ASSOC,SD,541330,12-Jun-97,1997,84,5,1.0,0,0,1,0,0,N,,31-May-98,25000.0,0.0,P I F,0.0,25000.0,12500.0
163,1001344010,AUTOMOTIVE SPECIALTIES,GLEN GARDER,NJ,8826,"TD BANK, NATIONAL ASSOCIATION",NJ,811111,28-Feb-97,1997,240,6,2.0,0,0,1,0,0,N,,30-Jun-97,700000.0,0.0,P I F,0.0,700000.0,525000.0
164,1001345006,Todd Miller Concrete,Ignacio,CO,81137,WELLS FARGO BANK NATL ASSOC,SD,0,12-Jun-97,1997,84,3,1.0,0,0,1,0,0,N,,28-Feb-98,25000.0,0.0,P I F,0.0,25000.0,12500.0
165,1001355009,Edlin & Sons,Worcester,MA,1606,BANK OF AMERICA NATL ASSOC,NC,0,12-Jun-97,1997,12,2,1.0,0,0,1,0,0,N,,31-Oct-97,40000.0,0.0,P I F,0.0,40000.0,20000.0
166,1001364005,"PATRICIA E. MURPHY, D.D.S.",DEL MAR,CA,92014,WELLS FARGO BANK NATL ASSOC,SD,621210,28-Feb-97,1997,108,2,1.0,0,0,1,0,0,N,,31-Mar-97,112000.0,0.0,P I F,0.0,112000.0,84000.0
167,1001374008,THE LAGUNITAS BREWING COMPANY,PETALUMA,CA,94954,BANK OF AMERICA CALIFORNIA N.A,CA,422810,28-Feb-97,1997,102,10,1.0,0,0,1,0,0,N,,31-Jul-97,80000.0,0.0,P I F,0.0,80000.0,64000.0
168,1001375004,"King Kong Building Services, I",Denver,CO,80202,WELLS FARGO BANK NATL ASSOC,SD,0,13-Jun-97,1997,84,9,1.0,0,0,1,0,0,N,,31-Dec-02,25000.0,0.0,P I F,0.0,25000.0,12500.0
169,1001384000,PERFORMANCE SPECIALTIES INC,OREGON,WI,53575,MCFARLAND STATE BANK,WI,0,28-Feb-97,1997,180,1,1.0,0,0,1,0,N,N,,31-Aug-97,134200.0,0.0,P I F,0.0,135000.0,101250.0
170,1001385007,Mill City Club,Lawrence,MA,1841,BANK OF AMERICA NATL ASSOC,NC,722410,16-Jun-97,1997,180,2,0.0,0,0,1,0,0,N,,30-Nov-97,70000.0,0.0,P I F,0.0,70000.0,35000.0
171,1001393007,FISCHER MERLIN INDUSTRIS INC,BOHEMIA,NY,11716,JPMORGAN CHASE BANK NATL ASSOC,NY,0,18-Jun-80,1980,10,22,2.0,0,0,0,0,N,N,10-Oct-89,12-Aug-80,125000.0,0.0,CHGOFF,7377.0,125000.0,112500.0
172,1001395010,Rugby Manufacturing & Graphics,New Haven,CT,6530,BANK OF AMERICA NATL ASSOC,NC,541430,17-Jun-97,1997,12,1,1.0,0,0,1,0,0,N,,31-Oct-97,75000.0,0.0,P I F,0.0,75000.0,37500.0
173,1001405000,NEEB Inc.,Salem,NH,3079,BANK OF AMERICA NATL ASSOC,RI,421810,18-Jun-97,1997,12,1,1.0,0,0,1,0,0,N,,30-Sep-98,100000.0,0.0,P I F,0.0,100000.0,50000.0
174,1001414007,SHIPPERS SUPPLY,LOVELAND,CO,80537,"COLORADO LENDING SOURCE, LTD.",CO,0,28-Feb-97,1997,240,6,1.0,6,4,1,0,N,N,,11-Feb-98,108000.0,0.0,P I F,0.0,108000.0,108000.0
175,1001415003,NAUTILUS DEVELOPMENT CORPORATI,WARWICK (RR NAME APPONAUG,RI,2889,BANK OF AMERICA NATL ASSOC,NC,0,19-Jun-97,1997,13,1,1.0,0,0,1,0,0,N,,31-Oct-98,20000.0,0.0,P I F,0.0,20000.0,10000.0
176,1001425006,Northeast Technical Consultant,Guilford (census name for Guil,CT,6437,BANK OF AMERICA NATL ASSOC,RI,0,20-Jun-97,1997,12,3,1.0,0,0,1,0,0,N,,31-Oct-97,20000.0,0.0,P I F,0.0,20000.0,10000.0
177,1001435009,"Scout Productions, Inc.",Boston,MA,2116,BANK OF AMERICA NATL ASSOC,NC,512110,20-Jun-97,1997,12,3,1.0,0,0,1,0,0,N,,30-Sep-97,25000.0,0.0,P I F,0.0,25000.0,12500.0
178,1001445001,"Sarni Cleaners of Boston, Inc.",Boston,MA,2114,BANK OF AMERICA NATL ASSOC,NC,812320,23-Jun-97,1997,60,40,1.0,0,0,1,0,0,N,,31-Jul-00,25000.0,0.0,P I F,0.0,25000.0,12500.0
179,1001446008,Crown Coatings LLC,FISHERS (CORPORATE NAME FOR FI,IN,46037,"PNC BANK, NATIONAL ASSOCIATION",DE,332117,7-Feb-06,2006,90,72,2.0,1,3,1,1,0,N,,31-Mar-06,255000.0,0.0,P I F,0.0,331200.0,248400.0
180,1001454008,WATERFRONT LIVING,LAKE OSWEGO,OR,97034,PACIFIC CONTINENTAL BANK,OR,454110,28-Feb-97,1997,120,1,2.0,0,0,1,0,0,N,,31-Mar-97,300000.0,0.0,P I F,0.0,300000.0,225000.0
181,1001455004,"Wildflower, Inc.",Walpole,MA,2081,BANK OF AMERICA NATL ASSOC,NC,453110,23-Jun-97,1997,60,4,1.0,0,0,1,0,0,N,,30-Sep-97,20000.0,0.0,P I F,0.0,20000.0,10000.0
182,1001464000,AMERICAN INDUSTRIAL CASTING,CRANSTON,RI,2910,BANK OF AMERICA NATL ASSOC,RI,331513,28-Feb-97,1997,96,55,1.0,0,0,1,0,N,N,,31-Jul-97,400000.0,0.0,P I F,0.0,400000.0,300000.0
183,1001474003,CHESTER MANUFACTURING COMPANY,TONAWANDA,NY,14150,MANUFACTURERS & TRADERS TR CO,NY,0,28-Feb-97,1997,240,9,2.0,0,0,1,0,N,N,,31-Mar-97,100000.0,0.0,P I F,0.0,100000.0,75000.0
184,1001475010,"BANNEKER INDUSTRIES, INC.",LINCOLN,RI,2865,SANTANDER BANK NATL ASSOC,DE,0,27-Jun-97,1997,60,4,1.0,0,0,1,0,0,N,,30-Sep-97,48000.0,0.0,P I F,0.0,48000.0,24000.0
185,1001485002,"LBC BILLING, LLC",PROVIDENCE,RI,2908,BANK OF AMERICA NATL ASSOC,NC,514210,2-Jul-97,1997,36,1,0.0,0,0,1,0,0,N,,30-Apr-99,10000.0,0.0,P I F,0.0,10000.0,5000.0
186,1001494009,THE SPORTS SECTION OF THE N.S.,NEWBURYPORT,MA,1950,DANVERSBANK,MA,541921,28-Feb-97,1997,60,1,2.0,0,0,77175,0,N,Y,,31-Mar-97,31000.0,0.0,P I F,0.0,31000.0,24800.0
187,1001505006,MILLER INDUSTRIAL SUPPLY CO.,PROVIDENCE,RI,2907,BANK OF AMERICA NATL ASSOC,NC,0,8-Jul-97,1997,12,5,1.0,0,0,1,0,0,N,,30-Sep-97,50000.0,0.0,P I F,0.0,50000.0,25000.0
188,1001506002,TRIPLE J EXCAVATION,LAS CRUCES,NM,88012,COMPASS BANK,TX,238190,7-Feb-06,2006,12,20,2.0,0,20,1,1,0,N,,28-Feb-06,50000.0,0.0,P I F,0.0,50000.0,25000.0
189,1001515009,"A. DeSousa, Inc.",Berkley,MA,2779,BANK OF AMERICA NATL ASSOC,NC,235510,8-Jul-97,1997,12,7,1.0,0,0,1,0,0,N,,31-May-98,40000.0,0.0,P I F,0.0,40000.0,20000.0
190,1001525001,TGL Trans-Global Leather,Litchfield,NH,3052,BANK OF AMERICA NATL ASSOC,RI,0,9-Jul-97,1997,19,2,1.0,0,0,1,0,0,N,,31-Aug-00,100000.0,0.0,P I F,0.0,100000.0,50000.0
191,1001534008,STEUART MULTI-MEDIA,JESUP,IA,50648,FARMERS STATE BANK,IA,0,28-Feb-97,1997,16,2,1.0,0,0,1,0,N,Y,28-Oct-03,30-Sep-97,50000.0,0.0,CHGOFF,26139.0,50000.0,40000.0
192,1001535004,Classic Plumbing & Heating Con,Cambridge,MA,2141,BANK OF AMERICA NATL ASSOC,NC,235110,10-Jul-97,1997,12,12,1.0,0,0,1,0,0,N,,31-Oct-97,50000.0,0.0,P I F,0.0,50000.0,25000.0
193,1001546003,MEDIA ONE DIGITAL IMAGING LLC,GARDEN GROVE,CA,92841,WELLS FARGO BANK NATL ASSOC,CA,541810,7-Feb-06,2006,60,7,1.0,3,10,1,1,Y,N,,30-Jun-06,85163.0,0.0,P I F,0.0,50000.0,25000.0
194,1001554003,DUNKIN' DONUTS,WINSTON-SALEM,NC,27106,"PNC BANK, NATIONAL ASSOCIATION",DE,0,28-Feb-97,1997,120,30,1.0,0,0,1,0,N,N,,31-Aug-97,136000.0,0.0,P I F,0.0,136000.0,102000.0
195,1001555010,"North American Security, Inc.",Quincy,MA,2269,BANK OF AMERICA NATL ASSOC,NC,0,16-Jul-97,1997,12,25,1.0,0,0,1,0,0,N,,30-Sep-97,50000.0,0.0,P I F,0.0,50000.0,25000.0
196,1001565002,"MARLEE CASTING CO., INC.",PROVIDENCE,RI,2909,BANK OF AMERICA NATL ASSOC,NC,331524,16-Jul-97,1997,12,20,1.0,0,0,1,0,0,N,,31-Oct-97,15000.0,0.0,P I F,0.0,15000.0,7500.0
197,1001575005,"NEW ENGLAND MEDICAL DESIGN, IN",COVENTRY (WASHINGTON),RI,2816,BANK OF AMERICA NATL ASSOC,NC,541310,21-Jul-97,1997,12,7,1.0,0,0,1,0,0,N,,31-Dec-98,100000.0,0.0,P I F,0.0,100000.0,50000.0
198,1001585008,Child Works Child Care Center,Holden (Holden Center),MA,1520,BANK OF AMERICA NATL ASSOC,NC,624410,21-Jul-97,1997,60,32,1.0,0,0,1,0,Y,N,,30-Sep-97,20000.0,0.0,P I F,0.0,20000.0,10000.0
199,1001594004,CHESTER MANUFACTURING COMPANY,TONAWANDA,NY,14150,MANUFACTURERS & TRADERS TR CO,NY,0,28-Feb-97,1997,84,9,2.0,0,0,1,0,N,N,,31-Mar-97,100000.0,0.0,P I F,0.0,100000.0,75000.0
200,1001595000,Stephco Maintenance Systems,Holbrook,MA,2343,BANK OF AMERICA NATL ASSOC,NC,0,24-Jul-97,1997,12,1,1.0,0,0,1,0,0,N,,30-Sep-97,25000.0,0.0,P I F,0.0,25000.0,12500.0
201,1001605001,Beechwood Publications & Globa,Boston,MA,2119,BANK OF AMERICA NATL ASSOC,NC,0,25-Jul-97,1997,12,1,1.0,0,0,1,0,0,N,,30-Apr-98,100000.0,0.0,P I F,0.0,100000.0,50000.0
202,1001625007,"Desserts By David Glass, Inc.",Hartford,CT,6106,BANK OF AMERICA NATL ASSOC,RI,311812,26-Aug-97,1997,3,19,1.0,0,0,1,0,0,N,,31-Oct-97,70000.0,0.0,P I F,0.0,70000.0,35000.0
203,1001635010,"P.J.'S CARPETS, INC.",EAST PROVIDENCE,RI,2914,SANTANDER BANK NATL ASSOC,DE,442210,27-Aug-97,1997,12,4,1.0,0,0,1,0,0,N,,31-Jan-98,25000.0,0.0,P I F,0.0,25000.0,12500.0
204,1001645002,Oasis Environmental Contractin,Cohasset,MA,2025,BANK OF AMERICA NATL ASSOC,NC,0,28-Aug-97,1997,12,1,1.0,0,0,1,0,0,N,,31-Jan-98,50000.0,0.0,P I F,0.0,50000.0,25000.0
205,1001646009,GOLDMAN WEBBER & ASSOCIATES IN,RENO,NV,89502,WELLS FARGO BANK NATL ASSOC,SD,561440,7-Feb-06,2006,27,10,1.0,11,10,1,1,Y,N,16-Aug-10,28-Feb-06,90518.0,0.0,CHGOFF,49415.0,50000.0,25000.0
206,1001654009,KEN'S QUICK MART,LE SUEUR,MN,56058,CORNERSTONE STATE BANK,MN,0,28-Feb-97,1997,149,6,1.0,0,0,1,0,N,N,,31-Oct-97,100000.0,0.0,P I F,0.0,100000.0,75000.0
207,1001655005,Cornerstone Design/Build Servi,Swansea (Swansea Village),MA,2777,BANK OF AMERICA NATL ASSOC,NC,541310,29-Aug-97,1997,12,4,1.0,0,0,1,0,0,N,,31-Jul-00,50000.0,0.0,P I F,0.0,50000.0,25000.0
208,1001656001,KIMBERLY HAROLD ENTERPRISES,VIRGINIA BEACH,VA,23455,BBCN BANK,CA,711510,7-Feb-06,2006,84,1,2.0,2,1,1,1,0,N,,28-Feb-06,10000.0,0.0,P I F,0.0,10000.0,8500.0
209,1001665008,"Diecuting Tooling Services, In",Holyoke,MA,1040,BANK OF AMERICA NATL ASSOC,NC,0,29-Aug-97,1997,12,30,1.0,0,0,1,0,0,N,,30-Nov-97,25000.0,0.0,P I F,0.0,25000.0,12500.0
210,1001684007,"FARICELLIE, INC.",BUFFALO,NY,14201,MANUFACTURERS & TRADERS TR CO,NY,0,28-Feb-97,1997,180,1,2.0,0,0,1,0,N,N,,13-May-97,150000.0,0.0,P I F,0.0,150000.0,112500.0
211,1001685003,Comprehensive Psychiatric Asso,Weston (Town of),MA,2193,BANK OF AMERICA NATL ASSOC,NC,0,19-Sep-97,1997,12,10,0.0,0,0,1,0,0,N,,30-Nov-97,100000.0,0.0,P I F,0.0,100000.0,50000.0
212,1001686010,URBAN BEAST SEATTLE LLC,SEATTLE,WA,98109,U.S. BANK NATIONAL ASSOCIATION,OH,453910,7-Feb-06,2006,41,1,2.0,3,4,1,1,0,N,20-Feb-10,28-Feb-06,74000.0,0.0,CHGOFF,47366.0,74000.0,62900.0
213,1001705007,"Baby Faire, Inc.",Winchester (Town of),MA,1890,BANK OF AMERICA NATL ASSOC,RI,0,24-Sep-97,1997,12,2,1.0,0,0,1,0,0,N,,31-Jan-99,25000.0,0.0,P I F,0.0,25000.0,12500.0
